#	size	system	user time	system time	wall clock time
	ceno	129.28	15.26	10.72	1194756
	ceno	132.31	13.01	10.33	1194184
	ceno	138.40	12.81	10.67	1196340
	ceno	138.91	12.60	10.62	1194400
	ceno	139.37	12.49	11.1	1202552
	ceno	141.75	9.95	10.43	1186768
	ceno	142.01	10.05	11.26	1200564
	ceno	142.67	11.82	11.36	1153916
	ceno	142.83	12.19	11.32	1205056
	ceno	143.16	10.32	11.15	1205084
	ceno	144.24	11.26	11.3	1199736
	ceno	144.85	10.16	11.1	1244384
	ceno	145.61	12.18	11.23	1180768
	ceno	145.73	12.68	10.59	1183064
	ceno	146.29	12.04	10.7	1222000
	ceno	146.35	11.87	10.68	1235076
	ceno	146.41	11.16	10.75	1241132
	ceno	146.54	11.86	10.53	1256816
	ceno	147.12	11.73	11.18	1238056
	ceno	147.41	10.66	11.17	1239012
	ceno	147.71	11.94	10.68	1219756
	ceno	148.03	12.25	11.31	1248012
	ceno	148.41	10.99	11.12	1256376
	ceno	148.50	13.44	11.23	1251464
	ceno	149.18	11.32	10.86	1194968
	ceno	149.25	12.08	11.48	1211192
	ceno	149.35	11.02	11.41	1239648
	ceno	149.40	14.18	11.3	1256680
	ceno	149.41	11.58	10.58	1236376
	ceno	149.50	9.78	10.71	1240484
	ceno	150.04	13.52	10.89	1326020
	ceno	150.16	10.72	11.25	1245708
	ceno	151.25	10.67	10.6	1237932
	ceno	151.50	11.49	10.74	1245608
	ceno	151.53	12.12	10.6	1229852
	ceno	151.60	11.87	11.21	1229064
	ceno	151.65	10.65	11.15	1219932
	ceno	151.85	12.13	11.36	1271520
	ceno	152.28	11.86	11.45	1223496
	ceno	152.61	11.65	11.22	1334412
	ceno	153.01	14.30	10.77	1289592
	ceno	153.11	13.55	10.77	1325036
	ceno	153.15	12.79	10.64	1249012
	ceno	153.18	12.19	10.71	1246740
	ceno	153.26	11.61	11.55	1234228
	ceno	153.37	12.13	10.74	1242092
	ceno	153.38	14.23	11.48	1320572
	ceno	153.46	14.14	11.37	1338088
	ceno	153.74	15.04	10.86	1339612
	ceno	153.91	11.63	10.91	1347032
	ceno	153.99	11.44	10.74	1335168
	ceno	154.04	11.28	11.45	1279404
	ceno	154.23	12.11	10.7	1336232
	ceno	154.30	12.41	10.63	1340236
	ceno	154.52	11.45	11.19	1333656
	ceno	154.58	13.61	10.76	1340988
	ceno	154.65	13.98	10.75	1336372
	ceno	154.70	11.55	10.78	1240468
	ceno	154.72	12.75	11.46	1341872
	ceno	154.75	13.14	11.61	1305244
	ceno	154.80	11.80	10.89	1303228
	ceno	154.86	10.04	10.62	1244100
	ceno	154.88	12.07	10.83	1344352
	ceno	154.98	11.92	10.74	1338656
	ceno	155.19	12.18	10.81	1354488
	ceno	155.37	12.69	11.21	1239304
	ceno	155.53	13.13	10.86	1344704
	ceno	155.71	10.51	10.6	1250868
	ceno	155.73	11.78	11.33	1325276
	ceno	155.74	11.83	11.61	1337688
	ceno	155.83	11.64	11.66	1323904
	ceno	155.98	11.72	10.77	1322828
	ceno	156.19	12.20	11.51	1337540
	ceno	156.52	11.46	10.79	1251116
	ceno	156.73	13.60	11.32	1336592
	ceno	157.31	12.33	12.11	1304656
	ceno	157.47	12.08	10.96	1342588
	ceno	157.55	11.13	11.96	1326508
	ceno	157.78	12.46	10.69	1277996
	ceno	157.84	12.04	10.9	1330696
	ceno	158.00	12.08	11.39	1334724
	ceno	158.02	13.26	10.89	1340936
	ceno	158.41	12.08	10.76	1331264
	ceno	158.49	12.11	10.91	1340512
	ceno	158.64	11.77	10.89	1335552
	ceno	158.86	12.92	11.48	1331076
	ceno	159.07	12.62	10.92	1315072
	ceno	159.36	12.36	10.71	1332676
	ceno	159.85	12.89	11.45	1310628
	ceno	160.25	13.01	11.5	1340068
	ceno	160.49	13.98	11.57	1337276
	ceno	160.58	10.90	10.83	1345496
	ceno	160.89	13.89	11.55	1336808
	ceno	161.25	12.06	11.39	1347924
	ceno	161.29	12.76	10.83	1345488
	ceno	161.42	12.49	10.94	1328092
	ceno	161.51	11.92	11.58	1335304
	ceno	161.60	11.07	11.12	1337784
	ceno	161.68	10.95	10.84	1342136
	ceno	162.15	12.65	11.01	1332644
	ceno	162.85	11.78	11.53	1325504
	ceno	163.19	12.05	10.86	1340048
	ceno	163.66	11.39	10.88	1340608
	ceno	163.94	13.23	11.44	1478716
	ceno	164.24	15.95	11.82	1467184
	ceno	164.27	14.90	11.16	1480440
	ceno	164.67	14.28	11.27	1452460
	ceno	164.76	13.09	11.13	1453160
	ceno	164.83	13.35	11.8	1496468
	ceno	164.95	15.29	11.02	1479312
	ceno	165.13	12.24	10.91	1489216
	ceno	165.13	13.50	11.36	1478144
