11836	ceno	788.32	54.32	24.81
11901	ceno	779.03	54.87	24.94
11914	ceno	773.64	53.28	25.25
11935	ceno	781.06	51.52	24.93
12016	ceno	760.65	54.24	24.63
12319	ceno	765.29	53.54	25.05
12642	ceno	762.17	54.39	25.13
12995	ceno	845.46	53.67	26.07
13690	ceno	821.44	55.51	25.69
13705	ceno	841.46	53.63	26.43
13747	ceno	837.85	58.94	26.76
14006	ceno	823.52	55.67	25.87
14043	ceno	845.33	51.48	26.7
14113	ceno	835.01	55.36	26.64
14214	ceno	831.39	55.09	25.8
14254	ceno	850.24	56.67	26.59
14487	ceno	839.39	54.52	26.59
14596	ceno	841.50	56.00	25.99
14607	ceno	838.12	56.06	26.52
15097	ceno	849.40	54.15	26.79
15252	ceno	846.56	54.49	26.85
15298	ceno	862.07	55.56	26.94
15411	ceno	837.65	57.67	26.1
15460	ceno	833.06	58.01	26.04
15563	ceno	826.20	55.67	26.18
15669	ceno	841.15	60.65	26.2
16253	ceno	902.97	64.00	28.17
16327	ceno	941.37	65.23	28.28
16345	ceno	895.98	62.32	27.98
16451	ceno	917.47	59.72	49.82
16511	ceno	903.05	66.19	28.09
16983	ceno	916.16	62.35	28.54
17385	ceno	930.58	63.43	28.15
17447	ceno	928.69	62.51	28.97
17488	ceno	946.07	63.52	29.28
17862	ceno	926.37	67.63	28.85
17988	ceno	936.15	65.04	29.36
18092	ceno	916.81	67.60	28.62
18125	ceno	921.88	67.01	28.39
18384	ceno	934.99	63.67	29.31
18506	ceno	935.59	60.22	28.77
18521	ceno	922.27	64.27	46.86
18735	ceno	985.21	70.55	30.91
18818	ceno	1009.22	72.03	31.29
19125	ceno	1021.80	73.19	31.11
19169	ceno	1059.08	69.55	31.49
19212	ceno	1048.31	70.98	32.15
19264	ceno	1051.15	69.82	31.6
19347	ceno	1017.79	72.27	31.63
19465	ceno	1026.20	70.40	31.72
19559	ceno	1039.48	70.76	32.13
19563	ceno	1052.71	65.97	31.05
19948	ceno	1091.85	80.53	33.27
19997	ceno	1122.37	77.54	33.79
20073	ceno	1123.16	77.26	33.77
20294	ceno	1117.30	82.96	34.13
20354	ceno	1128.17	80.15	33.56
20370	ceno	1135.33	77.01	33.93
20439	ceno	1134.82	78.15	34.35
20782	ceno	1137.60	74.67	34.22
20998	ceno	1122.14	76.66	33.36
21040	ceno	1142.90	78.36	35.09
21290	ceno	1131.82	80.55	34.27
21292	ceno	1140.03	75.72	34.36
21442	ceno	1145.23	84.59	34.44
21565	ceno	1160.72	80.84	34.91
21630	ceno	1144.78	80.02	34.56
21879	ceno	1181.89	78.06	34.7
21922	ceno	1210.02	76.97	35.08
22028	ceno	1190.95	81.45	35.55
22113	ceno	1225.00	85.39	36.16
22162	ceno	1190.19	78.52	34.63
22187	ceno	1211.21	76.79	35.33
22257	ceno	1209.40	81.12	35.78
22406	ceno	1217.67	79.05	35.69
22516	ceno	1190.28	81.93	35.4
22671	ceno	1208.49	83.67	35.66
22823	ceno	1211.81	82.81	35.73
23234	ceno	1197.38	79.86	35.19
23279	ceno	1229.30	80.72	36.51
23318	ceno	1209.75	73.96	35.32
23353	ceno	1203.69	80.33	35.17
23485	ceno	1234.62	79.50	36.07
23765	ceno	1196.06	81.81	35.84
23877	ceno	1222.21	75.75	35.93
23913	ceno	1214.85	80.73	35.11
24012	ceno	1197.34	79.62	35.28
24026	ceno	1205.06	78.64	42.77
24096	ceno	1227.61	80.63	35.61
24294	ceno	1228.28	81.66	36.44
24408	ceno	1241.06	84.37	36.26
24475	ceno	1237.76	81.02	36.55
24584	ceno	1248.42	81.62	36.7
24621	ceno	1245.36	80.85	36.69
24859	ceno	1308.46	87.43	37.75
24925	ceno	1304.26	88.68	37.46
25056	ceno	1306.60	87.08	38.33
25351	ceno	1322.89	85.45	37.96
25483	ceno	1307.60	89.30	52.84
25584	ceno	1326.81	85.12	38.29
25650	ceno	1300.48	89.17	38.57
25661	ceno	1325.94	85.33	38.64
25668	ceno	1350.50	87.03	38.62
25805	ceno	1313.79	86.21	37.96
26138	ceno	1303.34	89.62	38.66
26223	ceno	1303.21	89.18	38.95
26331	ceno	1316.87	88.32	38.38
26451	ceno	1341.80	80.91	38.32
26528	ceno	1327.99	91.26	38.31
26534	ceno	1335.38	86.20	38.3
26603	ceno	1343.71	88.03	39.05
27031	ceno	1335.89	90.47	39.4
27089	ceno	1318.52	83.50	37.81
27488	ceno	1310.42	90.73	38.81
27592	ceno	1312.74	86.25	37.69
27706	ceno	1319.65	88.09	38.23
27758	ceno	1335.03	90.51	48.62
28017	ceno	1322.01	87.68	38.62
28072	ceno	1332.44	91.64	39.25
28295	ceno	1307.17	95.73	38.83
28344	ceno	1331.37	88.23	54.52
28733	ceno	1333.59	87.83	39.3
28934	ceno	1338.35	90.42	39.52
29328	ceno	1324.99	88.91	39.19
29677	ceno	1437.28	104.46	42.04
29750	ceno	1466.58	104.13	42.74
29778	ceno	1445.57	99.92	41.86
29892	ceno	1451.93	105.03	43.24
29906	ceno	1451.73	98.69	42.17
30355	ceno	1472.12	104.70	42.88
30441	ceno	1463.52	106.08	42.53
30517	ceno	1463.36	103.69	42.9
30726	ceno	1455.51	98.89	42.3
30823	ceno	1456.03	101.16	42.96
30836	ceno	1477.76	102.21	43.38
30869	ceno	1474.92	102.87	42.43
31065	ceno	1478.43	102.04	43.25
31377	ceno	1470.84	97.85	41.94
31395	ceno	1495.43	98.65	42.62
31442	ceno	1488.67	94.93	42.48
31466	ceno	1482.74	109.99	42.81
31664	ceno	1481.54	99.15	42.67
31833	ceno	1486.22	102.91	43.62
32115	ceno	1491.42	99.11	43.57
32198	ceno	1466.10	102.72	43.22
32352	ceno	1484.84	103.16	42.57
32386	ceno	1456.30	100.77	42.42
32746	ceno	1497.47	103.63	43.15
32842	ceno	1482.13	109.07	43.73
32854	ceno	1465.29	99.93	43.24
32911	ceno	1488.18	100.94	44.4
33524	ceno	1469.58	107.48	43.18
33684	ceno	1489.99	106.51	43.26
33685	ceno	1470.55	105.22	42.22
33723	ceno	1468.99	111.45	43.44
33779	ceno	1482.55	100.18	43.13
33841	ceno	1495.90	100.11	43.56
34316	ceno	1505.52	101.62	43.23
34323	ceno	1502.32	107.53	50.51
34517	ceno	1497.22	98.48	43.45
34546	ceno	1503.61	101.74	43.96
34781	ceno	1484.90	103.79	43.83
34908	ceno	1513.70	99.99	44.22
34945	ceno	1508.61	94.85	53.08
35035	ceno	1496.06	99.83	43.93
